bug1,bug2,,title1,title2
https://bugzilla.mozilla.org/show_bug.cgi?id=1095289,https://bugzilla.mozilla.org/show_bug.cgi?id=1166349,n,"crash in OOM | large | NS_ABORT_OOM(unsigned int) | nsACString_internal::Replace(unsigned int, unsigned int, char const*, unsigned int)","crash in OOM | large | NS_ABORT_OOM(unsigned int) | nsACString_internal::Replace(unsigned int, unsigned int, char const*, unsigned int)"
https://bugzilla.mozilla.org/show_bug.cgi?id=1208226,https://bugzilla.mozilla.org/show_bug.cgi?id=1211636,,"crash in mozilla::ipc::FatalError(char const*, char const*, unsigned long, bool) | mozilla::layers::PLayerTransactionParent::Read(mozilla::layers::OpSetLayerAttributes*, IPC::Message const*, void**)","Nightly crash in mozilla::ipc::FatalError(char const*, char const*, unsigned long, bool) | mozilla::net::PNeckoParent::FatalError(char const* const) | mozilla::net::PNeckoParent::Read(mozilla::ipc::ContentPrincipalInfo*, IPC::Message const*, void**)"
https://bugzilla.mozilla.org/show_bug.cgi?id=1111415,https://bugzilla.mozilla.org/show_bug.cgi?id=1175104,n,"crash in mozilla::FramePointerStackWalk(void (*)(unsigned int, void*, void*, void*), unsigned int, unsigned int, void*, void**, void*)","crash in memcpy | DxxSwBlt::SrcCopy(DxxResFmt const*, DXGI_FORMAT, void*, D3D10_DDI_BOX const*, unsigned int, unsigned int, DXGI_FORMAT, void const*, D3D10_DDI_BOX const*, unsigned int, unsigned int, int)"
https://bugzilla.mozilla.org/show_bug.cgi?id=1101561,https://bugzilla.mozilla.org/show_bug.cgi?id=1190272,n,"Assertion failure: isObject(), at dist/include/js/Value.h","Assertion failure: isInt32(), at dist/include/js/Value.h or Assertion failure: isString(), at dist/include/js/Value.h or Assertion failure: isObjectOrNull(), at dist/include/js/Value.h or Assertion failure: isNumber(), at dist/include/js/Value.h"
https://bugzilla.mozilla.org/show_bug.cgi?id=1232935,https://bugzilla.mozilla.org/show_bug.cgi?id=1243793,n,"Assertion failure: stub->monitorsThis() || *GetNextPc(pc) == JSOP_CHECKTHIS || *GetNextPc(pc) == JSOP_CHECKRETURN, at js/src/jit/SharedIC.cpp:4737","Assertion failure: v.isUndefined(), at js/src/jsstr.cpp:4469 or Assertion failure: stub->monitorsThis() || *GetNextPc(pc) == JSOP_CHECKTHIS || *GetNextPc(pc) == JSOP_CHECKRETURN, at SharedIC.cpp:4756"
https://bugzilla.mozilla.org/show_bug.cgi?id=1234164,https://bugzilla.mozilla.org/show_bug.cgi?id=1243793,n,"Assertion failure: stub->monitorsThis() || *GetNextPc(pc) == JSOP_CHECKTHIS || *GetNextPc(pc) == JSOP_CHECKRETURN, at js/src/jit/SharedIC.cpp:4737","Assertion failure: v.isUndefined(), at js/src/jsstr.cpp:4469 or Assertion failure: stub->monitorsThis() || *GetNextPc(pc) == JSOP_CHECKTHIS || *GetNextPc(pc) == JSOP_CHECKRETURN, at SharedIC.cpp:4756"
https://bugzilla.mozilla.org/show_bug.cgi?id=1043426,https://bugzilla.mozilla.org/show_bug.cgi?id=1044129,y,"Crash in mozilla::layers::CompositorD3D11::DrawQuad(mozilla::gfx::RectTyped<mozilla::gfx::UnknownUnits> const&, mozilla::gfx::RectTyped<mozilla::gfx::UnknownUnits> const&, mozilla::layers::EffectChain const&, float, mozilla::gfx::Matrix4x4 const&)","crash in mozilla::layers::CompositorD3D9::DrawQuad(mozilla::gfx::RectTyped<mozilla::gfx::UnknownUnits> const&, mozilla::gfx::RectTyped<mozilla::gfx::UnknownUnits> const&, mozilla::layers::EffectChain const&, float, mozilla::gfx::Matrix4x4 const&)"
https://bugzilla.mozilla.org/show_bug.cgi?id=1069289,https://bugzilla.mozilla.org/show_bug.cgi?id=1155927,n,"Intermittent test_chaining.html | We should have received 2 metadataloaded event. http://mochi.test:8888/tests/content/media/test/variable-preskip.opus - got 1, expected 2","Intermittent browser_animation_actors_15.js | 4 new mutation events were received - Got 0, expected 4 | 2 'removed' events were sent (for the old transitions) - Got 0, expected 2 | 2 'added' events were sent (for the new transitions) - Got 0, expected 2"
https://bugzilla.mozilla.org/show_bug.cgi?id=1160295,https://bugzilla.mozilla.org/show_bug.cgi?id=1195844,y,"DisplayLink (dlumd10.dll, dlumd11.dll) Startup crash in @0x0 | CContext::UMQueryHS_ConstBuf_(D3D10DDI_HRTCORELAYER, unsigned int, unsigned int)","DisplayLink (dlumd10.dll, dlumd11.dll) Startup crash in @0x0 | CContext::UMQueryHS_ConstBuf_(D3D10DDI_HRTCORELAYER, unsigned int, unsigned int)"
https://bugzilla.mozilla.org/show_bug.cgi?id=1175931,https://bugzilla.mozilla.org/show_bug.cgi?id=1178601,n,"crash in mozilla::gl::GLBlitHelper::BlitImageToTexture(mozilla::layers::Image*, mozilla::gfx::IntSizeTyped<T> const&, unsigned int, unsigned int, mozilla::gl::OriginPos)","crash in mozilla::gl::GLBlitHelper::BlitImageToTexture(mozilla::layers::Image*, mozilla::gfx::IntSizeTyped<T> const&, unsigned int, unsigned int, mozilla::gl::OriginPos)"
https://bugzilla.mozilla.org/show_bug.cgi?id=1251919,https://bugzilla.mozilla.org/show_bug.cgi?id=1257045,n,"Assertion failure: comp == compartment || runtime()->isAtomsCompartment(comp) || (srcKind == JS::TraceKind::Object && InCrossCompartmentMap(static_cast<JSObject*>(src), tenured, thing.kind())), at js/src/jsgc.cpp:396","Assertion failure: comp == compartment || runtime()->isAtomsCompartment(comp) || (srcKind == JS::TraceKind::Object && InCrossCompartmentMap(static_cast<JSObject*>(src), tenured, thing.kind())), at js/src/jsgc.cpp:390"
https://bugzilla.mozilla.org/show_bug.cgi?id=1184389,https://bugzilla.mozilla.org/show_bug.cgi?id=1251919,,"Assertion failure: comp == compartment || runtime()->isAtomsCompartment(comp) || (srcKind == JS::TraceKind::Object && InCrossCompartmentMap(static_cast<JSObject*>(src), tenured, thing.kind())), at jsgc.cpp","Assertion failure: comp == compartment || runtime()->isAtomsCompartment(comp) || (srcKind == JS::TraceKind::Object && InCrossCompartmentMap(static_cast<JSObject*>(src), tenured, thing.kind())), at js/src/jsgc.cpp:396"
https://bugzilla.mozilla.org/show_bug.cgi?id=1211586,https://bugzilla.mozilla.org/show_bug.cgi?id=1211587,n,"upgrade mozilla 42 beta to nspr 4.10.10 and nss 3.19.4 on october 16 (release candidate first, final on october 19)","upgrade mozilla 43 aurora to nspr 4.10.10 and nss 3.20.1 on october 16 (release candidate first, final on october 19)"
https://bugzilla.mozilla.org/show_bug.cgi?id=1108904,https://bugzilla.mozilla.org/show_bug.cgi?id=1190272,,"Assertion failure: isBoolean(), at dist/include/js/Value.h with mapPar","Assertion failure: isInt32(), at dist/include/js/Value.h or Assertion failure: isString(), at dist/include/js/Value.h or Assertion failure: isObjectOrNull(), at dist/include/js/Value.h or Assertion failure: isNumber(), at dist/include/js/Value.h"
https://bugzilla.mozilla.org/show_bug.cgi?id=1096632,https://bugzilla.mozilla.org/show_bug.cgi?id=1100949,,"crash in mozilla::WebGLContext::TexImageFromVideoElement(StrongGLenum<TexImageTargetDetails>, int, unsigned int, unsigned int, unsigned int, mozilla::dom::Element&)","crash in gfxFontUtils::ReadNames(char const*, unsigned int, unsigned int, int, int, nsTArray<nsString>&)"
https://bugzilla.mozilla.org/show_bug.cgi?id=1113930,https://bugzilla.mozilla.org/show_bug.cgi?id=1175104,,"Intermittent browser_ruleview_content_02.js,browser_markupview_links_01.js | application crashed [@ mozilla::FramePointerStackWalk(void (*)(unsigned int, void*, void*, void*), unsigned int, unsigned int, void*, void**, void*)]","crash in memcpy | DxxSwBlt::SrcCopy(DxxResFmt const*, DXGI_FORMAT, void*, D3D10_DDI_BOX const*, unsigned int, unsigned int, DXGI_FORMAT, void const*, D3D10_DDI_BOX const*, unsigned int, unsigned int, int)"
https://bugzilla.mozilla.org/show_bug.cgi?id=1182147,https://bugzilla.mozilla.org/show_bug.cgi?id=1187464,,"crash in mozalloc_abort(char const* const) | NS_DebugBreak | mozilla::layers::BasicCompositor::DrawQuad(mozilla::gfx::RectTyped<T> const&, mozilla::gfx::RectTyped<T> const&, mozilla::layers::EffectChain const&, float, mozilla::gfx::Matrix4x4 const&)","crash in mozilla::layers::BasicCompositor::DrawQuad(mozilla::gfx::RectTyped<T> const&, mozilla::gfx::RectTyped<T> const&, mozilla::layers::EffectChain const&, float, mozilla::gfx::Matrix4x4 const&)"
https://bugzilla.mozilla.org/show_bug.cgi?id=1182147,https://bugzilla.mozilla.org/show_bug.cgi?id=1187466,,"crash in mozalloc_abort(char const* const) | NS_DebugBreak | mozilla::layers::BasicCompositor::DrawQuad(mozilla::gfx::RectTyped<T> const&, mozilla::gfx::RectTyped<T> const&, mozilla::layers::EffectChain const&, float, mozilla::gfx::Matrix4x4 const&)","[Windows] crash in mozilla::layers::BasicCompositor::DrawQuad(mozilla::gfx::RectTyped<T> const&, mozilla::gfx::RectTyped<T> const&, mozilla::layers::EffectChain const&, float, mozilla::gfx::Matrix4x4 const&)"
https://bugzilla.mozilla.org/show_bug.cgi?id=1091704,https://bugzilla.mozilla.org/show_bug.cgi?id=1175104,n,"crash in _VEC_memcpy | mozilla::CircularByteBuffer::AppendElements(unsigned char const*, unsigned int)","crash in memcpy | DxxSwBlt::SrcCopy(DxxResFmt const*, DXGI_FORMAT, void*, D3D10_DDI_BOX const*, unsigned int, unsigned int, DXGI_FORMAT, void const*, D3D10_DDI_BOX const*, unsigned int, unsigned int, int)"
https://bugzilla.mozilla.org/show_bug.cgi?id=1083836,https://bugzilla.mozilla.org/show_bug.cgi?id=1175104,n,"Intermittent test_cycle_5.html | application crashed [@ nsACString_internal::ReplacePrep(unsigned int, unsigned int, unsigned int)]","crash in memcpy | DxxSwBlt::SrcCopy(DxxResFmt const*, DXGI_FORMAT, void*, D3D10_DDI_BOX const*, unsigned int, unsigned int, DXGI_FORMAT, void const*, D3D10_DDI_BOX const*, unsigned int, unsigned int, int)"
https://bugzilla.mozilla.org/show_bug.cgi?id=1211585,https://bugzilla.mozilla.org/show_bug.cgi?id=1211586,n,"upgrade firefox 38 ESR to to nspr 4.10.10 and nss 3.19.2.1 on october 16 (release candidate first, final on october 19)","upgrade mozilla 42 beta to nspr 4.10.10 and nss 3.19.4 on october 16 (release candidate first, final on october 19)"
https://bugzilla.mozilla.org/show_bug.cgi?id=1211585,https://bugzilla.mozilla.org/show_bug.cgi?id=1211587,n,"upgrade firefox 38 ESR to to nspr 4.10.10 and nss 3.19.2.1 on october 16 (release candidate first, final on october 19)","upgrade mozilla 43 aurora to nspr 4.10.10 and nss 3.20.1 on october 16 (release candidate first, final on october 19)"
https://bugzilla.mozilla.org/show_bug.cgi?id=1141775,https://bugzilla.mozilla.org/show_bug.cgi?id=1187163,,"WinWifiScanner::GetAccessPointsFromWLAN  hang | crash in shutdownhang | WaitForSingleObjectEx | WaitForSingleObject | PR_Wait | nsThread::ProcessNextEvent(bool, bool*) | NS_ProcessNextEvent(nsIThread*, bool) | nsThread::Shutdown()","[EME] crash in shutdownhang | WaitForSingleObjectEx | WaitForSingleObject | PR_Wait | mozilla::ReentrantMonitor::Wait(unsigned int) | nsThread::ProcessNextEvent(bool, bool*) | NS_ProcessNextEvent(nsIThread*, bool) | nsThread::Shutdown()"
https://bugzilla.mozilla.org/show_bug.cgi?id=1119363,https://bugzilla.mozilla.org/show_bug.cgi?id=1158223,,Intermittent test_bug732665.xul | Chrome should be invokable from content script with an exhausted stack: 10,"Intermittent Win64 PGO test_bug732665.xul | Chrome should be able to have at least 10 heavy frames more stack than content: 57, 48 | Chrome should be invokable from content script with an exhausted stack: 9"
https://bugzilla.mozilla.org/show_bug.cgi?id=1089761,https://bugzilla.mozilla.org/show_bug.cgi?id=1190272,,"Assertion failure: data.s.payload.why == why, at dist/include/js/Value.h","Assertion failure: isInt32(), at dist/include/js/Value.h or Assertion failure: isString(), at dist/include/js/Value.h or Assertion failure: isObjectOrNull(), at dist/include/js/Value.h or Assertion failure: isNumber(), at dist/include/js/Value.h"
https://bugzilla.mozilla.org/show_bug.cgi?id=1073702,https://bugzilla.mozilla.org/show_bug.cgi?id=1190272,,"Assertion failure: data.s.payload.why == why, at dist/include/js/Value.h","Assertion failure: isInt32(), at dist/include/js/Value.h or Assertion failure: isString(), at dist/include/js/Value.h or Assertion failure: isObjectOrNull(), at dist/include/js/Value.h or Assertion failure: isNumber(), at dist/include/js/Value.h"
https://bugzilla.mozilla.org/show_bug.cgi?id=1107147,https://bugzilla.mozilla.org/show_bug.cgi?id=1190272,,"Assertion failure: uintptr_t(str) > 0x1000, at dist/include/js/Value.h","Assertion failure: isInt32(), at dist/include/js/Value.h or Assertion failure: isString(), at dist/include/js/Value.h or Assertion failure: isObjectOrNull(), at dist/include/js/Value.h or Assertion failure: isNumber(), at dist/include/js/Value.h"
https://bugzilla.mozilla.org/show_bug.cgi?id=1182866,https://bugzilla.mozilla.org/show_bug.cgi?id=1190272,,"Assertion failure: data.s.payload.why == why, at dist/include/js/Value.h","Assertion failure: isInt32(), at dist/include/js/Value.h or Assertion failure: isString(), at dist/include/js/Value.h or Assertion failure: isObjectOrNull(), at dist/include/js/Value.h or Assertion failure: isNumber(), at dist/include/js/Value.h"
https://bugzilla.mozilla.org/show_bug.cgi?id=1103048,https://bugzilla.mozilla.org/show_bug.cgi?id=1190272,,"Assertion failure: data.s.payload.why == why, at dist/include/js/Value.h","Assertion failure: isInt32(), at dist/include/js/Value.h or Assertion failure: isString(), at dist/include/js/Value.h or Assertion failure: isObjectOrNull(), at dist/include/js/Value.h or Assertion failure: isNumber(), at dist/include/js/Value.h"
https://bugzilla.mozilla.org/show_bug.cgi?id=1044129,https://bugzilla.mozilla.org/show_bug.cgi?id=1187466,,"crash in mozilla::layers::CompositorD3D9::DrawQuad(mozilla::gfx::RectTyped<mozilla::gfx::UnknownUnits> const&, mozilla::gfx::RectTyped<mozilla::gfx::UnknownUnits> const&, mozilla::layers::EffectChain const&, float, mozilla::gfx::Matrix4x4 const&)","[Windows] crash in mozilla::layers::BasicCompositor::DrawQuad(mozilla::gfx::RectTyped<T> const&, mozilla::gfx::RectTyped<T> const&, mozilla::layers::EffectChain const&, float, mozilla::gfx::Matrix4x4 const&)"
https://bugzilla.mozilla.org/show_bug.cgi?id=1043426,https://bugzilla.mozilla.org/show_bug.cgi?id=1187466,,"Crash in mozilla::layers::CompositorD3D11::DrawQuad(mozilla::gfx::RectTyped<mozilla::gfx::UnknownUnits> const&, mozilla::gfx::RectTyped<mozilla::gfx::UnknownUnits> const&, mozilla::layers::EffectChain const&, float, mozilla::gfx::Matrix4x4 const&)","[Windows] crash in mozilla::layers::BasicCompositor::DrawQuad(mozilla::gfx::RectTyped<T> const&, mozilla::gfx::RectTyped<T> const&, mozilla::layers::EffectChain const&, float, mozilla::gfx::Matrix4x4 const&)"
https://bugzilla.mozilla.org/show_bug.cgi?id=1044129,https://bugzilla.mozilla.org/show_bug.cgi?id=1187464,,"crash in mozilla::layers::CompositorD3D9::DrawQuad(mozilla::gfx::RectTyped<mozilla::gfx::UnknownUnits> const&, mozilla::gfx::RectTyped<mozilla::gfx::UnknownUnits> const&, mozilla::layers::EffectChain const&, float, mozilla::gfx::Matrix4x4 const&)","crash in mozilla::layers::BasicCompositor::DrawQuad(mozilla::gfx::RectTyped<T> const&, mozilla::gfx::RectTyped<T> const&, mozilla::layers::EffectChain const&, float, mozilla::gfx::Matrix4x4 const&)"
https://bugzilla.mozilla.org/show_bug.cgi?id=1044129,https://bugzilla.mozilla.org/show_bug.cgi?id=1182147,,"crash in mozilla::layers::CompositorD3D9::DrawQuad(mozilla::gfx::RectTyped<mozilla::gfx::UnknownUnits> const&, mozilla::gfx::RectTyped<mozilla::gfx::UnknownUnits> const&, mozilla::layers::EffectChain const&, float, mozilla::gfx::Matrix4x4 const&)","crash in mozalloc_abort(char const* const) | NS_DebugBreak | mozilla::layers::BasicCompositor::DrawQuad(mozilla::gfx::RectTyped<T> const&, mozilla::gfx::RectTyped<T> const&, mozilla::layers::EffectChain const&, float, mozilla::gfx::Matrix4x4 const&)"
https://bugzilla.mozilla.org/show_bug.cgi?id=1043426,https://bugzilla.mozilla.org/show_bug.cgi?id=1182147,,"Crash in mozilla::layers::CompositorD3D11::DrawQuad(mozilla::gfx::RectTyped<mozilla::gfx::UnknownUnits> const&, mozilla::gfx::RectTyped<mozilla::gfx::UnknownUnits> const&, mozilla::layers::EffectChain const&, float, mozilla::gfx::Matrix4x4 const&)","crash in mozalloc_abort(char const* const) | NS_DebugBreak | mozilla::layers::BasicCompositor::DrawQuad(mozilla::gfx::RectTyped<T> const&, mozilla::gfx::RectTyped<T> const&, mozilla::layers::EffectChain const&, float, mozilla::gfx::Matrix4x4 const&)"
https://bugzilla.mozilla.org/show_bug.cgi?id=1128225,https://bugzilla.mozilla.org/show_bug.cgi?id=1128769,y,Decide whether to sync decode content images by remembering whether we've previously drawn them successfully,Decide whether to sync decode CSS images by remembering whether we've previously drawn them successfully
https://bugzilla.mozilla.org/show_bug.cgi?id=1218297,https://bugzilla.mozilla.org/show_bug.cgi?id=1233774,y,"Intermittent leakcheck | default process: 1060 bytes leaked (CondVar, EventTokenBucket, Mutex, nsDeque, nsRunnable, ...)","Intermittent TEST-UNEXPECTED-FAIL | leakcheck | default process: 1060 bytes leaked (CondVar, EventTokenBucket, Mutex, nsCancelableRunnable, nsDeque, ...)"
https://bugzilla.mozilla.org/show_bug.cgi?id=1122008,https://bugzilla.mozilla.org/show_bug.cgi?id=1175104,,"crash in mozalloc_abort(char const* const) | NS_DebugBreak | mozilla::ipc::MessageChannel::DebugAbort(char const*, int, char const*, char const*, bool) | mozilla::ipc::MessageChannel::~MessageChannel()...","crash in memcpy | DxxSwBlt::SrcCopy(DxxResFmt const*, DXGI_FORMAT, void*, D3D10_DDI_BOX const*, unsigned int, unsigned int, DXGI_FORMAT, void const*, D3D10_DDI_BOX const*, unsigned int, unsigned int, int)"
https://bugzilla.mozilla.org/show_bug.cgi?id=1067805,https://bugzilla.mozilla.org/show_bug.cgi?id=1190272,,"Assertion failure: !IsUninitializedLexical(val), at vm/Interpreter.cpp or Assertion failure: data.s.payload.why == why, at dist/include/js/Value.h","Assertion failure: isInt32(), at dist/include/js/Value.h or Assertion failure: isString(), at dist/include/js/Value.h or Assertion failure: isObjectOrNull(), at dist/include/js/Value.h or Assertion failure: isNumber(), at dist/include/js/Value.h"
https://bugzilla.mozilla.org/show_bug.cgi?id=1160295,https://bugzilla.mozilla.org/show_bug.cgi?id=1175104,,"DisplayLink (dlumd10.dll, dlumd11.dll) Startup crash in @0x0 | CContext::UMQueryHS_ConstBuf_(D3D10DDI_HRTCORELAYER, unsigned int, unsigned int)","crash in memcpy | DxxSwBlt::SrcCopy(DxxResFmt const*, DXGI_FORMAT, void*, D3D10_DDI_BOX const*, unsigned int, unsigned int, DXGI_FORMAT, void const*, D3D10_DDI_BOX const*, unsigned int, unsigned int, int)"
https://bugzilla.mozilla.org/show_bug.cgi?id=1279208,https://bugzilla.mozilla.org/show_bug.cgi?id=1283067,y,"Favicon request doesn't timeout, or close when related window is closed (1255270 is not fixed yet)",Favicon request doesn't timeout or close when related window is closed (1255270 is not fixed yet) on Windows due to WindowsPreviewPreTab.jsm
https://bugzilla.mozilla.org/show_bug.cgi?id=1066319,https://bugzilla.mozilla.org/show_bug.cgi?id=1127173,y,crash in OOM | large | mozalloc_abort(char const* const) | mozalloc_handle_oom(unsigned int) | moz_xmalloc | stagefright::MPEG4Source::start(stagefright::MetaData*),crash in OOM | large | mozalloc_abort(char const* const) | mozalloc_handle_oom(unsigned int) | moz_xmalloc | stagefright::MPEG4Source::start(stagefright::MetaData*)
https://bugzilla.mozilla.org/show_bug.cgi?id=1257861,https://bugzilla.mozilla.org/show_bug.cgi?id=1263533,y?,Firefox 45 fails to send Cookie header with XHR post requests done from a web worker when third-party cookies are blocked,Firefox 45.0.2 ESR fails to send Cookie header with XHR post requests done from a web worker when third-party cookies are blocked
https://bugzilla.mozilla.org/show_bug.cgi?id=1085464,https://bugzilla.mozilla.org/show_bug.cgi?id=1190272,,"Crash [@ js::GeneratorObject::suspend] or Assertion failure: isObject(), at dist/include/js/Value.h","Assertion failure: isInt32(), at dist/include/js/Value.h or Assertion failure: isString(), at dist/include/js/Value.h or Assertion failure: isObjectOrNull(), at dist/include/js/Value.h or Assertion failure: isNumber(), at dist/include/js/Value.h"
https://bugzilla.mozilla.org/show_bug.cgi?id=1111363,https://bugzilla.mozilla.org/show_bug.cgi?id=1190272,,"Crash [@ js::gc::GCRuntime::sweepBackgroundThings] or Assertion failure: JSVAL_IS_DOUBLE_IMPL(data), at dist/include/js/Value.h","Assertion failure: isInt32(), at dist/include/js/Value.h or Assertion failure: isString(), at dist/include/js/Value.h or Assertion failure: isObjectOrNull(), at dist/include/js/Value.h or Assertion failure: isNumber(), at dist/include/js/Value.h"
https://bugzilla.mozilla.org/show_bug.cgi?id=1122532,https://bugzilla.mozilla.org/show_bug.cgi?id=1175104,,"crash in mozilla::net::Predictor::Learn(nsIURI*, nsIURI*, unsigned int, nsILoadContext*)","crash in memcpy | DxxSwBlt::SrcCopy(DxxResFmt const*, DXGI_FORMAT, void*, D3D10_DDI_BOX const*, unsigned int, unsigned int, DXGI_FORMAT, void const*, D3D10_DDI_BOX const*, unsigned int, unsigned int, int)"
https://bugzilla.mozilla.org/show_bug.cgi?id=1277767,https://bugzilla.mozilla.org/show_bug.cgi?id=1278007,y?,Intermittent grid-item-self-baseline-001.html | application crashed [@ nsGridContainerFrame::Tracks::InitializeItemBaselines] from Assertion failure: !(state & (ItemState::eFirstBaseline | ItemState::eLastBaseline)) == !(state & (ItemState::eSelfBaseline,Assertion failure: !(state & (ItemState::eFirstBaseline | ItemState::eLastBaseline)) == !(state & (ItemState::eSelfBaseline | ItemState::eContentBaseline)) (first/last bit requires self/content bit and vice versa)
https://bugzilla.mozilla.org/show_bug.cgi?id=1171094,https://bugzilla.mozilla.org/show_bug.cgi?id=1175104,,"Startup crash with old DisplayLink drivers in @0x0 | CContext::ID3D11DeviceContext1_SetSamplers_<int, 5>(ID3D11DeviceContext1*, unsigned int, unsigned int, ID3D11SamplerState* const*)","crash in memcpy | DxxSwBlt::SrcCopy(DxxResFmt const*, DXGI_FORMAT, void*, D3D10_DDI_BOX const*, unsigned int, unsigned int, DXGI_FORMAT, void const*, D3D10_DDI_BOX const*, unsigned int, unsigned int, int)"
https://bugzilla.mozilla.org/show_bug.cgi?id=1059101,https://bugzilla.mozilla.org/show_bug.cgi?id=1074378,,"Intermittent 860143.html | application crashed [@ mozilla::TrackUnionStream::CopyTrackData(mozilla::StreamBuffer::Track*, unsigned int, long long, long long, bool*)] | Assertion failure: startTicks == TimeToTicksRoundUp(rate, outputStart) (Samples missing","crash in D3D10::CResourceCopy::ResourceCopyRegionGPU(D3D10::CResource*, unsigned long, unsigned long, unsigned long, unsigned long, D3D10::CResource*, unsigned long, D3D10_DDI_BOX const*)"
