Uplift ID,Fault IDs,Reason for uplift,Reason for failure,Evaluation of risks
1254856,,,
1147760,,,
1250930,,,
1249496,,,
1232647,,,
1166066,,,
1152395,,,
1125956,,,
1141268,,,
1243549,,,
1249934,,,
1130231,,,
1247741,,,
1249818,,,
1065128,,,
1187068,,,
1210033,,,
1232269,,,
1145694,,,
1236926,,,
1122228,,,
1211871,,,
1149910,,,
1210752,,,
1200698,,,
1213606,,,
1144980,,,
1127171,,,
1234571,,,
1080688,,,
1263630,,,
1173947,,,
1133187,,,
1281762,,,
1243942,,,
1179483,,,
1285409,,,
1273418,,,
1045217,,,
1119818,,,
1261192,,,
1164480,,,
1151360,,,
1226686,,,
1169142,,,
1149893,,,
1210091,,,
1216662,,,
1138199,,,
1185351,,,
1264483,,,
1092333,,,
1228230,,,
1190526,,,
1165286,,,
1192493,,,
1243561,,,
1254444,,,
1111387,,,
1142527,,,
1257554,,,
1219339,,,
1197985,,,
1051636,,,
1176145,,,
1244122,,,
1175293,,,
1111590,,,
1182289,,,
1171085,,,
1088850,,,
1228103,,,
1075336,,,
1098431,,,
1111319,,,
1120266,,,
1224979,,,
1208917,,,
1123882,,,
1201023,,,
1182287,,,
1103993,,,
1242720,,,
1148859,,,
1187905,,,
1279613,,,
1070457,,,
1185579,,,
1154003,,,
1179560,,,
1133389,,,
1249503,,,
1218799,,,
1207220,,,
1152104,,,
1247137,,,
1196105,,,
1276027,,,
1182444,,,
1120336,,,
1158558,,,
1191813,,,
1268849,,,
1219832,,,
1101969,,,
1238541,,,
1232386,,,
1114079,,,
1208850,,,
1138520,,,
1276880,,,
1256411,,,
1226629,,,
1219230,,,
1172987,,,
1265715,,,
1160811,,,
1137961,,,
1103991,,,
1249685,,,
1245246,,,
1124898,,,
1264227,,,
1250964,,,
1292869,,,
1106906,,,
1107274,,,
1103455,,,
1083167,,,
1067018,,,
1123080,,,
1164130,,,
1171677,,,
1062490,,,
1117067,,,
1249659,,,
1200236,,,
1218552,,,
1066259,,,
1112446,,,
1272018,,,
1196591,,,
1178994,,,
1162720,,,
1222308,,,
1166133,,,
1241294,,,
1250398,,,
1147826,,,
1157916,,,
1189070,,,
1139091,,,
1266310,,,
1103119,,,
1257251,,,
1239525,,,
1127554,,,
1263808,,,
1148832,,,
1130150,,,
1135515,,,
1151139,,,
1182723,,,
1107731,,,
1253246,,,
1253395,,,
1073134,,,
1235908,,,
1265828,,,
1184221,,,
1263572,,,
1194335,,,
1134487,,,
1128747,,,
1151721,,,
1191916,,,
1200322,,,
1265468,,,
1109405,,,
1216002,,,
1208665,,,
1268559,,,
1176969,,,
1258562,,,
1198586,,,
1242523,,,
1202696,,,
1143535,,,
1088712,,,
1180560,,,
1217586,,,
1209091,,,
1104356,,,
1133104,,,
1268922,,,
1285947,,,
1227210,,,
1288987,,,
1146907,,,
1085506,,,
1113045,,,
1137609,,,
1214469,,,
1219883,,,
1106054,,,
1289506,,,
1058131,,,
1232274,,,
1087605,,,
1254275,,,
1226556,,,
1167733,,,
1144257,,,
1079707,,,
1219754,,,
1056919,,,
1064211,,,
1076447,,,
1064776,,,
1118831,,,
1203610,,,
1154814,,,
1224736,,,
1106876,,,
1280344,,,
1294171,,,
1209843,,,
1261320,,,
1169366,,,
1210302,,,
1259600,,,
1109714,,,
1245674,,,
1291998,,,
1210023,,,
1241550,,,
1263083,,,
1207326,,,
1096138,,,
1230994,,,
1072313,,,
1280545,,,
1191298,,,
1046645,,,
1224950,,,
1110528,,,
1255841,,,
1209140,,,
1180688,,,
1249379,,,
1119462,,,
1161079,,,
1061414,,,
1114433,,,
1143653,,,
1060896,,,
1160280,,,
1151401,,,
1267893,,,
1082114,,,
1263334,,,
1162316,,,
1282585,,,
1230110,,,
1096181,,,
1184068,,,
1102038,,,
1149135,,,
1057137,,,
1268462,,,
1076825,,,
1120282,,,
1290647,,,
1257053,,,
1223465,,,
1066242,,,
1116977,,,
1123198,,,
1068881,,,
1160745,,,
1089380,,,
1259985,,,
1248128,,,
1211587,,,
1186426,,,
1243793,,,
1279317,,,
1062437,,,
1270664,,,
1182247,,,
1143278,,,
1181130,,,
1272531,,,
1224685,,,
1292081,,,
1192192,,,
1150510,,,
1198594,,,
1211642,,,
1093949,,,
1220693,,,
1268848,,,
1114486,,,
1257765,,,
1130450,,,
1215093,,,
1245724,,,
1230668,,,
1243720,,,
1174064,,,
1125491,,,
1081993,,,
1092570,,,
1122358,,,
1255576,,,
1128161,,,
1188238,,,
1204486,,,
